drug	drug_key	normalized_drug_key	primary_anticancer_class	primary_anticancer_class_slug	secondary_mechanism_note	include_in_enrichment	gdsc_putative_target	gdsc_pathway_name	classification_note	revision_note	source_annotation_used	revision_source_basis	pubchem_query_url	drugbank_query_url	source_workbook	source_workbook_sha256	source_workbook_md5
Elephantin	ELEPHANTIN	ELEPHANTIN	Other	OTHER	Unclassified GDSC screening compound; manual mechanism lookup recommended	TRUE		Unclassified	Primary class is Other because mechanism is outside the requested anticancer-class ontology or is unclassified. No GDSC target listed and pathway is unclassified. Broad, ambiguous, mutant-RAS, or unclassified mechanism.	Still labeled Other: not clearly assignable to requested/new categories from available GDSC annotations; manual lookup recommended.	GDSC target=; GDSC pathway=Unclassified; prior curated category=Other reviewed	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Elephantin	https://go.drugbank.com/unearth/q?searcher=drugs&query=Elephantin	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Elesclomol	ELESCLOMOL	ELESCLOMOL	Metabolic/redox agents	METABOLIC_REDOX_AGENTS	Copper-dependent oxidative stress inducer; redox cytotoxic agent	TRUE	HSP90	Protein stability and degradation	Moved from Other based on oxidative stress/copper-redox mechanism; GDSC also lists HSP90/protein stability.	Moved from Other based on oxidative stress/copper-redox mechanism; GDSC also lists HSP90/protein stability.	GDSC target=HSP90; GDSC pathway=Protein stability and degradation; prior curated category=Protein stability and degradation	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Elesclomol	https://go.drugbank.com/unearth/q?searcher=drugs&query=Elesclomol	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Entinostat	ENTINOSTAT	ENTINOSTAT	Epigenetic inhibitors	EPIGENETIC_INHIBITORS	HDAC inhibitor	TRUE	HDAC1, HDAC3	Chromatin histone acetylation	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=HDAC1, HDAC3; GDSC pathway=Chromatin histone acetylation; prior curated category=Epigenetics and transcription	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Entinostat	https://go.drugbank.com/unearth/q?searcher=drugs&query=Entinostat	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Entospletinib	ENTOSPLETINIB	ENTOSPLETINIB	Non-receptor tyrosine kinase inhibitors	NON_RECEPTOR_TYROSINE_KINASE_INHIBITORS	SYK non-receptor tyrosine kinase inhibitor	TRUE	SYK	Other, kinases	Assignment based on GDSC target/pathway annotation and requested ontology.	Reassigned from broad Non-receptor kinase inhibitors to Non-receptor tyrosine kinase inhibitors based on target annotation.	GDSC target=SYK; GDSC pathway=Other, kinases; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Entospletinib	https://go.drugbank.com/unearth/q?searcher=drugs&query=Entospletinib	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Epirubicin	EPIRUBICIN	EPIRUBICIN	Topoisomerase inhibitors	TOPOISOMERASE_INHIBITORS	Anthracycline antitumor antibiotic; also TOP2-associated cytotoxic	TRUE	Anthracycline	DNA replication	Cross-class or nonstandard mechanism; verify before final manuscript use.		GDSC target=Anthracycline; GDSC pathway=DNA replication; prior curated category=Genome integrity and DNA damage	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Epirubicin	https://go.drugbank.com/unearth/q?searcher=drugs&query=Epirubicin	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
EPZ004777	EPZ004777	EPZ004777	Epigenetic inhibitors	EPIGENETIC_INHIBITORS	Histone methyltransferase/epigenetic writer inhibitor	TRUE	DOT1L	Chromatin histone methylation	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=DOT1L; GDSC pathway=Chromatin histone methylation; prior curated category=Epigenetics and transcription	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=EPZ004777	https://go.drugbank.com/unearth/q?searcher=drugs&query=EPZ004777	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
EPZ5676	EPZ5676	EPZ5676	Epigenetic inhibitors	EPIGENETIC_INHIBITORS	Histone methyltransferase/epigenetic writer inhibitor	TRUE	DOT1L	Chromatin histone methylation	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=DOT1L; GDSC pathway=Chromatin histone methylation; prior curated category=Epigenetics and transcription	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=EPZ5676	https://go.drugbank.com/unearth/q?searcher=drugs&query=EPZ5676	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
ERK_2440	ERK_2440	ERK_2440	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	ERK inhibitor	TRUE	ERK1,ERK2	ERK MAPK signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=ERK1,ERK2; GDSC pathway=ERK MAPK signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=ERK_2440	https://go.drugbank.com/unearth/q?searcher=drugs&query=ERK_2440	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
ERK_6604	ERK_6604	ERK_6604	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	ERK inhibitor	TRUE	ERK1,ERK2	ERK MAPK signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=ERK1,ERK2; GDSC pathway=ERK MAPK signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=ERK_6604	https://go.drugbank.com/unearth/q?searcher=drugs&query=ERK_6604	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Erlotinib	ERLOTINIB	ERLOTINIB	Receptor tyrosine kinase inhibitors	RECEPTOR_TYROSINE_KINASE_INHIBITORS	EGFR/ERBB receptor tyrosine kinase inhibitor	TRUE	EGFR	EGFR signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=EGFR; GDSC pathway=EGFR signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Erlotinib	https://go.drugbank.com/unearth/q?searcher=drugs&query=Erlotinib	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Fludarabine	FLUDARABINE	FLUDARABINE	Antimetabolites	ANTIMETABOLITES	Purine analog antimetabolite	TRUE	Antimetabolite	DNA replication	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=Antimetabolite; GDSC pathway=DNA replication; prior curated category=Genome integrity and DNA damage	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Fludarabine	https://go.drugbank.com/unearth/q?searcher=drugs&query=Fludarabine	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Foretinib	FORETINIB	FORETINIB	Receptor tyrosine kinase inhibitors	RECEPTOR_TYROSINE_KINASE_INHIBITORS	MET/VEGFR/PDGFR/FGFR/EGFR multi-receptor tyrosine kinase inhibitor	TRUE	MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR	RTK signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR; GDSC pathway=RTK signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Foretinib	https://go.drugbank.com/unearth/q?searcher=drugs&query=Foretinib	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Fulvestrant	FULVESTRANT	FULVESTRANT	Hormone therapy	HORMONE_THERAPY	Estrogen receptor degrader / SERD	TRUE	ESR	Hormone-related	Moved from Other based on ESR target and hormone-related pathway.	Moved from Other based on ESR target and hormone-related pathway.	GDSC target=ESR; GDSC pathway=Hormone-related; prior curated category=Hormone related	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Fulvestrant	https://go.drugbank.com/unearth/q?searcher=drugs&query=Fulvestrant	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Gallibiscoquinazole	GALLIBISCOQUINAZOLE	GALLIBISCOQUINAZOLE	Other	OTHER	Unclassified GDSC screening compound; manual mechanism lookup recommended	TRUE		Unclassified	Primary class is Other because mechanism is outside the requested anticancer-class ontology or is unclassified. No GDSC target listed and pathway is unclassified. Broad, ambiguous, mutant-RAS, or unclassified mechanism.	Still labeled Other: not clearly assignable to requested/new categories from available GDSC annotations; manual lookup recommended.	GDSC target=; GDSC pathway=Unclassified; prior curated category=Other reviewed	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Gallibiscoquinazole	https://go.drugbank.com/unearth/q?searcher=drugs&query=Gallibiscoquinazole	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
GDC0810	GDC0810	GDC0810	Hormone therapy	HORMONE_THERAPY	Oral estrogen receptor degrader/modulator; ESR1/ESR2	TRUE	ESR1, ESR2	Hormone-related	Moved from Other based on ESR1/ESR2 target and hormone-related pathway.	Moved from Other based on ESR1/ESR2 target and hormone-related pathway.	GDSC target=ESR1, ESR2; GDSC pathway=Hormone-related; prior curated category=Hormone related	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=GDC0810	https://go.drugbank.com/unearth/q?searcher=drugs&query=GDC0810	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Gefitinib	GEFITINIB	GEFITINIB	Receptor tyrosine kinase inhibitors	RECEPTOR_TYROSINE_KINASE_INHIBITORS	EGFR/ERBB receptor tyrosine kinase inhibitor	TRUE	EGFR	EGFR signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=EGFR; GDSC pathway=EGFR signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Gefitinib	https://go.drugbank.com/unearth/q?searcher=drugs&query=Gefitinib	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Gemcitabine	GEMCITABINE	GEMCITABINE	Antimetabolites	ANTIMETABOLITES	Deoxycytidine/pyrimidine analog antimetabolite	TRUE	Pyrimidine antimetabolite	DNA replication	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=Pyrimidine antimetabolite; GDSC pathway=DNA replication; prior curated category=Metabolism	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Gemcitabine	https://go.drugbank.com/unearth/q?searcher=drugs&query=Gemcitabine	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
glutathione	GLUTATHIONE	GLUTATHIONE	Metabolic/redox agents	METABOLIC_REDOX_AGENTS	Major cellular redox buffer/thiol antioxidant; not an RTK inhibitor	TRUE	anti-oxidant proteins	Other	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=anti-oxidant proteins; GDSC pathway=Other; prior curated category=Metabolism	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=glutathione	https://go.drugbank.com/unearth/q?searcher=drugs&query=glutathione	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
GNE-317	GNE-317	GNE-317	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	PI3K-alpha lipid kinase inhibitor; grouped with PI3K/AKT/mTOR Ser/Thr signaling axis	TRUE	PI3Kalpha	PI3K/MTOR signaling	Mechanistically reasonable bin, but review before manuscript use because target is PI3K/lipid kinase, mutant-RAS pathway, mixed kinase profile, or cross-class.	Reassigned from broad Non-receptor kinase inhibitors to Serine/threonine kinase inhibitors based on target annotation.	GDSC target=PI3Kalpha; GDSC pathway=PI3K/MTOR signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=GNE-317	https://go.drugbank.com/unearth/q?searcher=drugs&query=GNE-317	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
GSK-LSD1	GSK-LSD1	GSK-LSD1	Epigenetic inhibitors	EPIGENETIC_INHIBITORS	Histone demethylase inhibitor	TRUE	KDM1	Chromatin histone methylation	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=KDM1; GDSC pathway=Chromatin histone methylation; prior curated category=Epigenetics and transcription	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=GSK-LSD1	https://go.drugbank.com/unearth/q?searcher=drugs&query=GSK-LSD1	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
GSK-LSD1-2HCl	GSK-LSD1-2HCL	GSK-LSD1-2HCL	Epigenetic inhibitors	EPIGENETIC_INHIBITORS	Histone demethylase inhibitor	TRUE	LSD1	Chromatin histone methylation	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=LSD1; GDSC pathway=Chromatin histone methylation; prior curated category=Epigenetics and transcription	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=GSK-LSD1-2HCl%20	https://go.drugbank.com/unearth/q?searcher=drugs&query=GSK-LSD1-2HCl%20	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
GSK1904529A	GSK1904529A	GSK1904529A	Receptor tyrosine kinase inhibitors	RECEPTOR_TYROSINE_KINASE_INHIBITORS	IGF1R/insulin receptor tyrosine kinase inhibitor	TRUE	IGF1R, IR	IGF1R signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=IGF1R, IR; GDSC pathway=IGF1R signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=GSK1904529A	https://go.drugbank.com/unearth/q?searcher=drugs&query=GSK1904529A	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
